🔓┃解锁,#genre#

埋堆堆7,http://aldirect.corp-hls.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆71,http://aldirect.corp-hls.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆72,http://aldirect.corp-hls.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆73,http://aldirect.corp-hls.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆74,http://aldirect.corp-hls.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆75,http://aldirect.corp-hls.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆76,http://aldirect.corp-hls.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆77,http://aldirect.corp-hls.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆78,http://aldirect.corp-hls.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆79,http://aldirect.corp-hls.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆80,http://aldirect.corp-hls.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆81,http://aldirect.corp-hls.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆82,http://aldirect.corp-hls.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆83,http://aldirect.corp-hls.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆84,http://aldirect.corp-hls.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆85,http://aldirect.corp-hls.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆86,http://aldirect.corp-hls.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆87,http://aldirect.corp-hls.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆88,http://aldirect.corp-hls.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆89,http://aldirect.corp-hls.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆90,http://aldirect.corp-hls.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆91,http://aldirect.corp-hls.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆92,http://aldirect.corp-hls.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆93,http://aldirect.corp-hls.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.m3u8?wsiphost=ipdbme

埋堆堆94,http://aldirect.corp-hls.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.m3u8?wsiphost=ipdbme







▶️┃虎牙,#genre#


周星驰,https://www.goodiptv.club/huya/11342412
成龙,https://www.goodiptv.club/huya/11342386

徐峥,https://www.goodiptv.club/huya/11602043
古天乐,https://www.goodiptv.club/huya/10871113
林正英,https://www.goodiptv.club/huya/11342421
刘德华,https://www.goodiptv.club/huya/11342424
周润发,https://www.goodiptv.club/huya/11342387

洪金宝,https://www.goodiptv.club/huya/11342427
孙红雷,https://www.goodiptv.club/huya/11352973
李连杰,https://www.goodiptv.club/huya/11342390
张国荣,https://www.goodiptv.club/huya/11602034
释小龙,https://www.goodiptv.club/huya/11342402
香港恐怖,https://www.goodiptv.club/huya/11601960
女神系列,https://www.goodiptv.club/huya/11336571
周星驰放映厅,https://www.goodiptv.club/huya/19105261
五福星系列,https://www.goodiptv.club/huya/11282233
快乐同居生活,https://www.goodiptv.club/huya/11336726
武林外传,https://www.goodiptv.club/huya/11352915
贺岁片,https://www.goodiptv.club/huya/11601986
蜡笔小新,https://www.goodiptv.club/huya/11352970
新三国,https://www.goodiptv.club/huya/11352944
铁齿铜牙纪晓岚,https://www.goodiptv.club/huya/11342396
奔跑吧兄弟,https://www.goodiptv.club/huya/11601972
极限挑战,https://www.goodiptv.club/huya/11352914
虎牙八点档,https://www.goodiptv.club/huya/880261
我是特种兵,https://www.goodiptv.club/huya/11342385
黑帮大片,https://www.goodiptv.club/huya/11336719
人民的名义,https://www.goodiptv.club/huya/11342425
亮剑,https://www.goodiptv.club/huya/11342434
少年包青天,https://www.goodiptv.club/huya/11342393
神探狄仁杰,https://www.goodiptv.club/huya/11352958
各国赌片,https://www.goodiptv.club/huya/11342399
高智商犯罪片,https://www.goodiptv.club/huya/11352962
新水浒传,https://www.goodiptv.club/huya/11342383
奥特曼,https://www.goodiptv.club/huya/11601977
鹿鼎记,https://www.goodiptv.club/huya/11352910
龙门镖局,https://www.goodiptv.club/huya/11352874
网球王子,https://www.goodiptv.club/huya/11352822
三国演义,https://www.goodiptv.club/huya/11602081
沈腾贾玲黄渤,https://www.goodiptv.club/huya/11601961
父母爱情,https://www.goodiptv.club/huya/11342439
家有儿女,https://www.goodiptv.club/huya/11352872
美剧越狱,https://www.goodiptv.club/huya/20488841
康熙微服私访记,https://www.goodiptv.club/huya/11342418
猫和老鼠,https://www.goodiptv.club/huya/11352879
神医喜来乐,https://www.goodiptv.club/huya/11601978
热血女子摔跤,https://www.goodiptv.club/huya/20072872
雍正王朝,https://www.goodiptv.club/huya/11352936
张卫健班西游记,https://www.goodiptv.club/huya/11342395
相声小品,https://www.goodiptv.club/huya/11336593
金庸系列,https://www.goodiptv.club/huya/11352878
倚天屠龙记,https://www.goodiptv.club/huya/11342403
新还珠格格,https://www.goodiptv.club/huya/11342415
回家的诱惑,https://www.goodiptv.club/huya/11352920
隋唐英雄传,https://www.goodiptv.club/huya/11352890
动作悬疑片,https://www.goodiptv.club/huya/11602077
西游记,https://www.goodiptv.club/huya/11602031
任达华,https://www.goodiptv.club/huya/11352883
剃刀边缘,https://www.goodiptv.club/huya/11602036
咱们结婚吧,https://www.goodiptv.club/huya/11342394
世纪贼王张子强,https://www.goodiptv.club/huya/11352940
国产喜剧电影,https://www.goodiptv.club/huya/11602044
水浒传,https://www.goodiptv.club/huya/11352892
大秦帝国裂变,https://www.goodiptv.club/huya/11352918
美食纪录片,https://www.goodiptv.club/huya/11352955
中华小当家,https://www.goodiptv.club/huya/11342413
医馆笑传,https://www.goodiptv.club/huya/11352891
更多资源,http://zb.iptv6.top/gg/gg1/dsm.m3u8
勇敢的心,https://www.goodiptv.club/huya/11602037
甄子丹电影,https://www.goodiptv.club/huya/11352935
楚汉传奇,https://www.goodiptv.club/huya/11342392
僵尸电影,https://www.goodiptv.club/huya/19285234
情深深雨蒙蒙,https://www.goodiptv.club/huya/11352885
花千骨,https://www.goodiptv.club/huya/11342433
魔幻神剧,https://www.goodiptv.club/huya/11602065
粤语经典喜剧,https://www.goodiptv.club/huya/11352894
屌丝男士,https://www.goodiptv.club/huya/11342420
法医秦明,https://www.goodiptv.club/huya/11352950
怀念金庸,https://www.goodiptv.club/huya/11352897
寻秦记,https://www.goodiptv.club/huya/11342417
血色浪漫,https://www.goodiptv.club/huya/11602055
国产动作大片,https://www.goodiptv.club/huya/11352896
陆小凤系列,https://www.goodiptv.club/huya/11336725
步步惊心,https://www.goodiptv.club/huya/11601965
奋斗,https://www.goodiptv.club/huya/11352959
仙剑奇侠传,https://www.goodiptv.club/huya/11336579
封神榜,https://www.goodiptv.club/huya/11342404
杨门女将,https://www.goodiptv.club/huya/11336590
火线追凶系列,https://www.goodiptv.club/huya/11602069
国产青春爱情,https://www.goodiptv.club/huya/11602075
张家辉梁家辉,https://www.goodiptv.club/huya/11352916
2134港片女神,https://www.goodiptv.club/huya/11342429
黑猫警长,https://www.goodiptv.club/huya/11352974
灾难片,https://www.goodiptv.club/huya/11352871
郭富城合集,https://www.goodiptv.club/huya/11352876
张学友合集,https://www.goodiptv.club/huya/11352906
乾隆王朝,https://www.goodiptv.club/huya/11352954
笑傲江湖,https://www.goodiptv.club/huya/11352837
僵尸道长,https://www.goodiptv.club/huya/11352963
今晚80后,https://www.goodiptv.club/huya/11352961
武媚娘传奇,https://www.goodiptv.club/huya/11601964
中国刑侦一号案,https://www.goodiptv.club/huya/11352967
樱桃小丸子,https://www.goodiptv.club/huya/11602067
侠侣探案系列,https://www.goodiptv.club/huya/11352893
古装探案系列,https://www.goodiptv.club/huya/11352917
感人高分电影,https://www.goodiptv.club/huya/15452736
光头神探,https://www.goodiptv.club/huya/11342397
射雕英雄传,https://www.goodiptv.club/huya/21674665
飞车电影,https://www.goodiptv.club/huya/11279247
中国达人秀,https://www.goodiptv.club/huya/11602047
卧底警匪片,https://www.goodiptv.club/huya/11352886
郭德纲脱口秀,https://www.goodiptv.club/huya/11352945
国内动画,https://www.goodiptv.club/huya/11342428
镖行天下,https://www.goodiptv.club/huya/11352969
小公举,https://www.goodiptv.club/huya/11601968
陈翔六点半,https://www.goodiptv.club/huya/11274154





▶️┃老电影,#genre#
茶,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8

安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
百姓健康,https://liveplay.xiaoeknow.com/live/5060_pyBeyjJ4RjcfhK7T.m3u8
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
中国党员教育,http://12371ksc.v.kcdnvip.com/12371/dangyuanwang_1/index.m3u8
地雷战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a90c788a458e40508615d711b8aae1af/850.m3u8
地道战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/312e39c68cc441feb79d1c2d7e16cbbd/850.m3u8
跟踪追击,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/059096230b4e46c0b5d4929ff98435d0/850.m3u8
红牡丹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/921b8081b58b4c2f81fb233b6c8e89ac/850.m3u8
侦察兵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/3e4727a0fca34aa8b9774472a4908eaf/850.m3u8
三毛流浪记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
红色娘子军,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2ea3b03b3a414303b830f92579243001/850.m3u8
五朵金花,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ae639196cf3949368c1b05776bb1d4fa/850.m3u8
洪湖赤卫队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2a58afdece3342eaac927648a2cccabd/850.m3u8
狼牙山五壮士,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/71c649af833c43a9b61e4f5c913bbd6b/850.m3u8
战上海,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
铁道游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
红孩子,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/bf55b84744d64eeaaedc5ea603855597/850.m3u8
宝葫芦的秘密,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/866474add7224067877bed430d9380ab/850.m3u8
董存瑞,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b657281ba44a4b279f55ec860c12543b/850.m3u8
地下尖兵,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/188d5706e5774f06850e06e4f181c4bd/850.m3u8
三毛从军记,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/919a08437d44499b87b7b4903f2b2ae6/850.m3u8
小兵张嘎,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
闪闪的红星,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/b90fcf1a5425479baf3a045282a1f263/850.m3u8
祖国的花朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef10a9a9b1534fe38fd4fdfdac1ed493/850.m3u8
花儿朵朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/53a44d8649024b58b69f4468b922b8f0/850.m3u8
上甘岭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c91f7aae9b8b4c578a7d9ecdf94b9dca/850.m3u8
平原游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/180ef18dec9a4edeb9d2b520d57cfc7f/850.m3u8
神秘的旅伴,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef95b9f13e2c47b882b67ef52139786a/850.m3u8
前哨,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e9c4ffe4002492484c0f50235299759/850.m3u8
刘三姐,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/680e102dc8614632862cf49a236def6e/850.m3u8
赛虎,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/34505162ca0848af9e23d33ed4018088/850.m3u8
犬王,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/08d97be6d296434098297a505e2f05b5/850.m3u8
特别攻击队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/c69eed95a2cd4752850bcac109151e37/850.m3u8
举起手来-追击阿多丸,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/a1093561ad0a4071b68eeae884de01e7/850.m3u8
鸡毛信,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/41fcf9fefcf247c78e2d64c7af5d6edd/850.m3u8
马兰花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c89d105b9661464bb8c5c5f46977f6c4/850.m3u8
南征北战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9557e1bfd91b4319975dfeffcc44d6b7/850.m3u8
羊城暗哨,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/215e7a6713884bcab8cc461e245531af/850.m3u8
冰山上的来客,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c86d45b176d642738dabf9da7361653b/850.m3u8
51号兵站,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/fa6557276d644b5ea399956a6bf94e59/850.m3u8
红日,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f2ee6e22cd894be1bc8c90b19f47ae2e/850.m3u8
战火中的青春,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/be0d797e3b494f5fa1cb6d48d29643f3/850.m3u8
英雄虎胆,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b7fcd0d4ebb045fe8e653ee71b4ef8fc/850.m3u8
突破乌江,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bf8ccfff8bc949a6a2ed6bcda45eb4e2/850.m3u8
三进山城,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ee157540ff2540ada0250edf3f6a3e0a/850.m3u8
苦菜花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ec47d310d888464f8446af5e6e04ded8/850.m3u8
智取华山,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ef243e3fa20544df9cc24b72ace8efa0/850.m3u8
渡江侦察记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d708e9c64aa34519af5490a793756c38/850.m3u8
奇袭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ac8b28fb66104aa7a5e3cd5a10ea986b/850.m3u8
小花,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f97fb71bff5947ddaf905cc121c42ee4/850.m3u8
少林寺,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8af9ff377238407e927e597a1af47788/850.m3u8
英雄儿女,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/479d044b7a3d465fa3a5b850d36b219c/850.m3u8
大气层消失,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/45122e56521f49b68020e3e66bc28ce8/850.m3u8
霹雳贝贝,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7accc94d5590415284af5db904e4be5a/850.m3u8
泉水叮咚,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8b039f6988a04ca8b086d35031a77204/850.m3u8
柳堡的故事,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/706b979b8a934aaab677a11c410bb119/850.m3u8
李双双,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/bac928d747984ed3bd17550879522f89/850.m3u8
大闹天宫,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a57c9e5e1696486e97d229a3ddb13749/850.m3u8
柳毅传书,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/2ee71b96a3574889829e17d70b3f3c02/2000.m3u8
卷席筒,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8bebd13583e341e1b9d9e1180d36aaaa/850.m3u8
铡刀下的红梅,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/6f0817bfbedd42c682d9152abd5402a3/850.m3u8
墙头马上,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c45285c6b2ac46a58d49c9351b18e369/850.m3u8
花为媒,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/48da40a19746409997717371a80fd9e6/2000.m3u8
牛郎织女,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/adc6931516694659a7b54176e4b38299/2000.m3u8
梁山伯与祝英台,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/427eb50cc6844d47bcd35d2fac737a0a/850.m3u8
铁弓缘,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/e19f3238b0ba4849aa50d6b7f1118ab9/2000.m3u8
碧玉簪,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9e90b1a2872b476b8a4f9882f9b63cde/850.m3u8
野猪林,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d2ddcbd8cdba4473a541687e683c1aca/850.m3u8
五女拜寿,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c38771a355214e97a855c213693a1153/850.m3u8
杜鹃山01,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/f468a89e0e394a718474523afe37c702/850.m3u8
杜鹃山02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5f76957927c5421e8bd75d0f53c95e4a/850.m3u8
红灯记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/84fd88d42e65413a90b9a8b54b685fde/850.m3u8
奇袭白虎团,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8d476d0de4a343bd8c77c8a83331fc16/850.m3u8
智取威虎山,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b59e746e354d4c0baefaca2f031eec25/850.m3u8
沙家浜,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/6241c3f25a9a4dda9b05b9ba185500e0/850.m3u8
红楼梦01,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f66e935661b44ff6b80a290537d5d204/2000.m3u8
红楼梦02,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/10470613ead24f5cb435137b5f39ab98/2000.m3u8
追鱼,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/3515e586d18743be99eb6cc2004cb995/2000.m3u8
穆桂英大战洪州,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/aaa5a373d97a47d1bc95b1418b672b33/2000.m3u8
秦香莲,http://hls.cntv.myalicdn.com/asp/hls/2000/0303000a/3/default/f8daefadadef41989225543875268a70/2000.m3u8
王老虎抢亲,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/3b6ae81ae49f4c72b0c977023565c762/850.m3u8
女驸马,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ba29b790f8ec435ba94fc072558431f0/850.m3u8
天仙配,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/1cd056751daf430a943e63e6428c40d7/850.m3u8
李二嫂改嫁01,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/90846f6758524d78997aad89df8c37e0/850.m3u8
李二嫂改嫁02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/47a9c8216d344c2dd45f11949dbbecb5/850.m3u8
林海雪原,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5023f1dcc73b4090962ee31e017fb8e3/850.m3u8
万水千山,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/8804d527d9d94b818b42624730203fa9/850.m3u8
孙悟空三打白骨精,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e34b7a2f93d4efeaf7a583409b270cc/850.m3u8
巴黎圣母院,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/dd86918aafb042c5b51584ffcf5b0e00/850.m3u8
罗密欧与朱丽叶,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/95193e30bd454e77bc59a140f4e32ad2/850.m3u8
魂断蓝桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7fc704c5b2e04e65bab92b3986883ab3/850.m3u8
茜茜公主,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ffa8a73877194632b0278898f297d07b/850.m3u8
出水芙蓉,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/28f9967b04984830b3a1f6fb27561000/850.m3u8
桂河大桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b125a3edccb34637b336cb867e8a5d5d/850.m3u8
Soda东南亚之旅,https://vdse.bdstatic.com//b6295e9776c2cd347716fc2447e27fac.mp4
#️⃣成龙,#genre#

龙马精神2023,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=330921
神勇双响炮,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=330521
秘密追踪,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=208129
运气没信号,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=326242
双龙会,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=293352
飞龙猛将,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=291456
A计划续集,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=289204
剑花烟雨江南,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=289192
龙拳,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=289182
威龙猛探,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=289181
一个好人,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=289180
警察故事3：超級警察,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=288299
望夫成龙,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=275015
“湾区升明月”2021大湾区中秋电影音乐晚会,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274859
龙虎武师,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274858
新警察故事,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274857
警察故事1,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274856
笑拳怪招,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274855
总是有爱在隔离,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274854
拳精,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=274853
于成龙,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=62103
A计划1983,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=256338
黄河异闻录,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=248606
我是谁1998,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=247263
警察故事3：超级警察,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=247258
蛇鹤八步,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=246758
牛魔王之魔王再临,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=240550
我是谁的宝贝,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=240175
无限超越班,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=208907
侠女,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=231664
精武门,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=230926
功夫之王,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=229431
快餐车,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=229428
中央广播电视总台春节联欢晚会2023,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=224958
超能太监,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=223878
攀登者,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=219122
龙牌之谜,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=219113
疲城,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=213544
参与者,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=202157
辛亥革命,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=82840
沉默的雪,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=82828
龙腾虎跃,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74387
风雨双流星,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74366
玻璃樽,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74287
特务迷城,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74270
功夫熊猫3,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74189
一招半式闯江湖,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=74163
警察故事续集,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=65791
警察故事2013,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=57965
神话2005,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=57935
杀手壕,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=57888
城市猎人国语,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=57824
功夫梦,http://103.45.68.47:666/gy/gy_IuvcUl点播.php?id=57798
